来源sheet,序号,时间,产品名称,SKU,开发,运营,采购数量,CPC段,市场价格段,开品理由,开发备注,竞品链接1,竞品链接2,竞品链接3,售价,空运利润$,空运利润率,海运利润$,海运利润率,站点,汇率,长cm,宽cm,高cm,体积重kg,毛重kg,采购价¥,供应商,材质,中文报关名,英文报关名,产品尺寸
英国,50,46203,【2pcs】粉色珍珠花朵花童手链项链【图片一套9元】,2630943,周沁仪,张奋奋,10,,,自组粉色款,拓品,https://www.amazon.co.uk/dp/B0GRGX2X2N,,,6.99,1.83155620608899,0.262025208310299,1.93694262295082,0.277101948920003,UK,8.54,9,9,1.2,0.0162,0.03,9,义乌市满蹊饰品有限公司,金属,项链,necklace,项链：41-50cm可调节；手链11cm+延长链
英国,51,46203,【48sheet】秋季主题线圈风景DIY装饰贴画本,2630944,周沁仪,,,,,,,https://www.amazon.co.uk/dp/B0FY37TRZV,https://www.amazon.com/dp/B0DFW6GNRK,,9.99,2.31223536299766,0.231454991291057,2.62839461358314,0.263102563922236,UK,8.54,9,18,1.3,0.0351,0.09,17.14,mr.paper/纸先生品牌旗舰店,塑料,贴纸,stickers,
英国,52,46203,透气蝴蝶结防晒口罩,2630947,周沁仪,,,,,,拓品,https://www.amazon.co.uk/dp/B0H1WQRZZP,,,5.99,1.88314871194379,0.314382088805308,1.95340632318501,0.32611123926294,UK,8.54,10,10,1,0.0166666666666667,0.02,3.8,义乌市滨圣贸易有限公司,涤纶,口罩,mask,13*23
英国,53,46203,【6pcs】水果刺绣贴布,2630948,周沁仪,"尹心如
余江燕","20
15",,,供应商新款,英德,https://www.amazon.co.uk/dp/B0GYCH61VQ,https://www.amazon.de/dp/B0FR1X8PXX/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,,5.99,1.34040866510539,0.223774401520098,1.4563337236534,0.243127499775191,UK,8.54,12,11,1.5,0.033,0.02,7.85,义乌市万葵绣花厂,涤纶,贴布,Patch,
英国,54,46203,【25pcs】紫玫瑰刺绣贴布,2630949,周沁仪,"李杉
余江燕","10
15",,,美国上新卖的最好的款，英国竞品没有上的新颜色,,https://www.amazon.co.uk/dp/B0G47TF9H4,https://www.amazon.com/dp/B0GVJ13TRM,,7.99,1.78474121779859,0.223371867058648,1.96038524590164,0.245354849299329,UK,8.54,15,15,1,0.0375,0.05,13.88,义乌市丹瑶电脑绣花厂,涤纶,贴布,Patch,
英国,55,46203,【28张】造景贴纸合集本【送随机颜色镊子】,2630950,周沁仪,李杉,10,,,美国站上新，卖的很好，英国无同款,,https://www.amazon.com/dp/B0GWJQ28LS,https://www.amazon.co.uk/dp/B0FR8DB9N9/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,,8.99,2.08188407494145,0.231577761395045,2.74933138173302,0.305821065821248,UK,8.54,18,18,1.5,0.081,0.19,8.8,义乌市筱纷文具有限公司,塑料,贴纸,stickers,18*18
英国,56,46203,【9sheet】秋季动物落叶窗贴,2630951,周沁仪,"尹心如
余江燕","20
20",,,供应商新款，去年的款卖的很好,,https://www.amazon.co.uk/dp/B0FFB61ZL3?psc=1,,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F81gLuTjNYwL.jpg,7.99,1.71525644028103,0.214675399284234,2.24218852459016,0.280624346006278,UK,8.54,20,30,1,0.1,0.15,8.18,义乌市恩泽印刷有限公司,塑料,贴纸,stickers,30*20
英国,57,46203,【2pcs】魔法师猫咪海龟钩针组合【披风小猫+披风海龟】,2630952,周沁仪,李杉,10,,,新品，表现很好，组合了受欢迎的海龟,,https://www.amazon.co.uk/Nevicor-Emotional-Positive-Inspirational-Christmas/dp/B0GZZ5291S,https://www.amazon.co.uk/dp/B0DJP37H8L,,12.99,2.79858196721311,0.215441259985613,3.07961241217798,0.237075628343186,UK,8.54,6,10,8,0.08,0.08,19.5,义乌市优幂工艺品厂,棉,公仔,Doll,
英国,58,46203,蜂鸟金属胸针,2630953,周沁仪,余江燕,10,,,新品，图案卖的很好，自发货已有出单,,https://www.amazon.co.uk/dp/B0H5J6DXZ,,,7.99,2.16441334894614,0.270890281470105,2.23467096018735,0.279683474366377,UK,8.54,6,6,2,0.012,0.02,12.5,义乌南怀电子商务有限公司,金属,胸针,Brooch,
英国,59,46203,【定制】【5pcs】-魔法精灵门-秋日魔法精灵门,2630954,周沁仪,李杉,15,,,,英德,https://www.amazon.co.uk/dp/B0FPQPNXGJ,https://www.amazon.de/dp/B0GK25NVPW,,6.99,1.86647423887588,0.267020635032314,2.14750468384075,0.30722527665819,UK,8.54,10,11,1.5,0.0275,0.08,5,义乌市鼎禾工艺品有限公司,木质,装饰品,decorations,10*10
英国,60,46203,【定制】帆布袋-腊肠狗,2630955,周沁仪,尹心如,10,,,腊肠狗元素好卖,英德,https://www.amazon.co.uk/dp/B0FLDS8BY4,https://www.amazon.de/dp/B0GHWY98RH,,7.99,1.77731733021077,0.222442719675942,2.19886299765808,0.275201877053577,UK,8.54,20,12,2,0.08,0.12,9,义乌市希亮贸易有限公司,帆布,帆布袋,Canvas bag,33*40
英国,61,46203,【定制】【2pcs】亚克力地插-知更鸟2【20cm，两个地插头】,2630956,周沁仪,李杉,20,,,,拓品,https://www.amazon.co.uk/dp/B0H1BKKVS7,,,6.99,1.61249297423888,0.230685690162929,1.92865222482436,0.275915911992039,UK,8.54,18,15,2,0.09,0.06,8,义乌市鼎禾工艺品有限公司,亚克力,装饰品,Decorations,20*20
英国,62,46203,【定制】内框油画-盘腿长颈鹿【画芯加木框-20*30】,2630957,周沁仪,,,,,,英德,https://www.amazon.co.uk/dp/B0GQSS5YX3,https://www.amazon.de/dp/B0G4376J9Q,,9.99,2.42157962529274,0.242400362892166,3.12415573770492,0.312728302072564,UK,8.54,30,20,2,0.2,0.19,11,东阳市通泰工艺品厂,油画布,油画,painting,30*20
英国,63,46203,【定制】书本收纳袋-秋日书店,2630958,周沁仪,,,,,类似风格的销量好，图案不一样,英德都能卖,https://www.amazon.co.uk/dp/B0GVS8J7BX/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.de/dp/B0GT77FQVP,,7.99,2.21272716627635,0.276937067118441,2.4059355971897,0.301118347583191,UK,8.54,30,22,0.5,0.055,0.05,10,"义乌市斯玄母婴用品有限公司
",涤纶,包,bag,30*22
英国,64,46203,【定制】亚克力挂牌-戴帽知更鸟,2630959,周沁仪,李杉,10,,,市场体量最大的元素改款,英德,https://www.amazon.co.uk/dp/B0G5WF6WCJ/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F616g0V8wBgL._SL400_.jpg,https://www.amazon.de/shopthelook?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71BjiL-COqL._SL400_.jpg,6.99,1.98357025761124,0.283772569043096,2.26460070257611,0.323977210668972,UK,8.54,20,20,0.5,0.0333333333333333,0.08,4,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,65,46203,【定制】-亚克力挂牌-打盹狐狸,2630960,周沁仪,,,,,狐狸元素好卖,,https://www.amazon.co.uk/dp/B0GBWKVXNV/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,,,6.99,1.98357025761124,0.283772569043096,2.26460070257611,0.323977210668972,UK,8.54,20,20,0.5,0.0333333333333333,0.08,4,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,66,46203,【定制】-亚克力挂牌-花窗舞女,2630961,周沁仪,尹心如,15,,,自主改款，和现货动作有差异化,,https://www.amazon.co.uk/dp/B0H4TSDP4J/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61n9Abr%2BgDL._AC_SL1500_.jpg,,6.99,1.98357025761124,0.283772569043096,2.26460070257611,0.323977210668972,UK,8.54,20,20,0.5,0.0333333333333333,0.08,4,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,67,46203,【定制】亚克力挂牌-提灯舞女,2630962,周沁仪,李杉,10,,,花纹更精细,,https://www.amazon.co.uk/dp/B0H4TSDP4J/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61n9Abr%2BgDL._AC_SL1500_.jpg,,6.99,1.98357025761124,0.283772569043096,2.26460070257611,0.323977210668972,UK,8.54,20,20,0.5,0.0333333333333333,0.08,4,义乌市鼎禾工艺品有限公司,亚克力,挂件,Pendant,20*20
英国,68,46203,【带磁！】【2pcs】腊肠狗磁吸手机气囊支架【白色＋粉色 备注：两款各1为一套平铺中袋打包并打包费0.15一套联系客服】,2620897,龙梦临,"李杉
余江燕","10
10",,,腊肠小狗元素也很受欢迎，德国也可以尝试一下，超绝性价比,拓品，英德都可做,https://www.amazon.co.uk/dp/B0H1CPBBYZ,德国站：https://www.amazon.de/dp/B0GVT38QFR?psc=1,,8.99,2.24914402810304,0.250182872981429,2.41424941451991,0.268548321971069,UK,8.54,12,6,2,0.024,0.047,15.6,佛山市南海区柿橙电子经营部,树脂,手机支架,Phone Holder,
英国,69,46203,【带磁！】【2pcs】蝴蝶结磁吸手机气囊支架【粉色＋绿色 备注：两款各1为一套平铺中袋打包并打包费0.15一套联系客服】,2620898,龙梦临,尹心如,10,,,更加精致,拓品，英德都可做,https://www.amazon.co.uk/dp/B0H1CPBBYZ,德国站：https://www.amazon.de/dp/B0GVT38QFR?psc=1,,8.99,2.02724707259953,0.225500230544998,2.23099414519906,0.248163976106681,UK,8.54,12,6,2,0.024,0.058,17,佛山市南海区柿橙电子经营部,树脂,手机支架,Phone Holder,
英国,70,46203,蝴蝶结百搭手提云朵包【粉色】,2620899,龙梦临,,,,,粉色蝴蝶结元素的包市场很大，供应商新款，有价格优势,,https://www.amazon.co.uk/dp/B0H14VV47Y?psc=1,,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61i9Lw5%2BWhL.jpg,7.99,1.59698946135831,0.199873524575509,2.17778571428571,0.272563919184695,UK,8.54,31,16,2,0.165333333333333,0.11,8.5,高碑店市新城金方向箱包厂,皮革,包,bag,
英国,71,46203,玫瑰花链条包【粉色 备注：不放气袋打包】,2620900,龙梦临,,,,,供应商新款，竞品就一家，有价格优势,,https://www.amazon.co.uk/dp/B0GZP522ZY?psc=1,,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61%2B4FqpxjTL.jpg,8.99,1.62607611241218,0.180876097042512,2.08275058548009,0.231674147439387,UK,8.54,20,13,3,0.13,0.12,9.5,广州市花都区狮岭帝创皮具厂,涤纶,收纳包,storage bag,
英国,72,46203,【3pcs】晕染树脂手镯【黑咖色＋浅黄＋褐色 备注：三款各1为一套平铺打包】,2620901,龙梦临,李杉,20,,,较新，超绝性价比，符合秋天,,https://www.amazon.co.uk/dp/B0H3KVXH69?psc=1,https://www.amazon.co.uk/dp/B0FRLZ2ST5?th=1,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F612ejmG06hL.jpg,9.99,2.33961241217799,0.234195436654453,2.90167330210773,0.290457787998772,UK,8.54,9,27,2.5,0.10125,0.16,13.5,义乌市立阔饰品厂,树脂,手镯,Bracelet,
英国,73,46203,【定制】木质挂牌-欢迎秋天【20*20】,2620902,龙梦临,李杉,15,,,秋天元素,,https://www.amazon.co.uk/dp/B0FND8ZXYF/ref,https://www.amazon.co.uk/dp/B0FXXXRGV5?psc=1,,6.99,2.0018606557377,0.28638922113558,2.21263348946136,0.316542702354987,UK,8.54,20,20,0.5,0.0333333333333333,0.06,5,义乌市鼎禾工艺品有限公司,木质,挂件,Pendant,20*20cm
英国,74,46203,【3pcs】波西米亚风格木质墙贴装饰三件套,2620903,龙梦临,"李杉
余江燕","10
20",,,符合秋天气质,,https://www.amazon.co.uk/dp/B0GL26RLLJ?psc=1,,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71z97rgHUqL.jpg,7.99,1.90172014051522,0.238012533230942,2.28813700234192,0.286375094160441,UK,8.54,22,20,1.5,0.11,0.07,8.9,九江天下人跨境电子商务有限公司,木质,挂件,Pendant,
英国,462,46203,【2pcs】树脂弹力手链【琥珀色】,2620904,龙梦临,,,,,符合秋天气质,,https://www.amazon.com/dp/B0GYWF6QMD/ref,https://www.amazon.com/dp/B0GWXMX52Z/ref,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F81jTqi1ct7L._AC.jpg,5.99,1.32207142857143,0.220713093250656,1.42745784543326,0.238306818937104,UK,8.54,10,9,2,0.03,0.03,7.8,义乌市炽乐贸易有限公司,树脂,手链,Bracelet,
英国,75,46203,【2pcs】外出旅行收纳袋宝宝衣服尿片收纳挂袋【SMT082-EF737*26*36cm/18*25cm】,2620905,龙梦临,,,,,9月有搜索高峰,,https://www.amazon.co.uk/dp/B0GSJH8538?psc=1,,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71%2B4TfBgYfL.jpg,7.99,1.52115807962529,0.190382738376132,1.80218852459016,0.225555509961222,UK,8.54,18,15,1,0.045,0.08,13.5,浦江县艾利英贸易有限公司,涤纶,收纳包,storage bag,
英国,76,46203,【2pcs】外出旅行收纳袋宝宝衣服尿片收纳挂袋【SMT082-EF738*26*36cm/18*25cm】,2620906,龙梦临,,,,,,,https://www.amazon.co.uk/dp/B0GSJH8538?psc=2,,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71%2B5TfBgYfL.jpg,7.99,1.52115807962529,0.190382738376132,1.80218852459016,0.225555509961222,UK,8.54,18,15,1,0.045,0.08,13.5,浦江县艾利英贸易有限公司,涤纶,收纳包,storage bag,
英国,77,46203,【定制】木质挂牌-20*20cm-狐狸一家,2620907,龙梦临,李杉,15,,,狐狸元素加上秋天质感,,https://www.amazon.co.uk/dp/B0GSPWRQV2,https://www.amazon.co.uk/dp/B0G8YQHMZD,,6.99,2.0018606557377,0.28638922113558,2.21263348946136,0.316542702354987,UK,8.54,20,20,0.5,0.0333333333333333,0.06,5,义乌市鼎禾工艺品有限公司,木质,挂件,Pendant,20*20cm
英国,78,46203,【定制】木质挂牌-20*20cm-猫头鹰一家,2620908,龙梦临,张奋奋,10,,,猫头鹰元素加上秋天质感,,https://www.amazon.co.uk/dp/B0GSPWRQV2,https://www.amazon.co.uk/dp/B0GQSGP47G,,6.99,2.0018606557377,0.28638922113558,2.21263348946136,0.316542702354987,UK,8.54,20,20,0.5,0.0333333333333333,0.06,5,义乌市鼎禾工艺品有限公司,木质,挂件,Pendant,20*20cm
英国,79,46203,【定制】帆布袋-漂白单印-伦敦秋日主题,2620909,龙梦临,,,,,,,,https://www.amazon.co.uk/dp/B0GVDGLWX8,,7.99,2.01,0.25,2.43,0.3,UK,8.54,20,12,2,0.08,0.12,7,义乌市希亮贸易有限公司,涤纶,帆布包,canvas bag,
英国,80,46203,【定制】帆布袋-漂白单印-伦敦复古主题,2620910,龙梦临,,,,,,,,https://www.amazon.co.uk/dp/B0GVDGLWX8,,7.99,2.01,0.25,2.43,0.3,UK,8.54,20,12,2,0.08,0.12,7,义乌市希亮贸易有限公司,涤纶,帆布包,canvas bag,
英国,81,46203,【定制】束口袋-白色-伦敦复古主题,2620911,龙梦临,,,,,,,https://www.amazon.co.uk/dp/B0GVDGLWX8,,,6.99,1.90766861826698,0.272913965417307,2.235537470726,0.319819380647496,UK,8.54,20,14,2,0.0933333333333333,0.032,5.5,义乌市黔编电子商务商行,涤纶,束口包,Drawstring Bag,
英国,82,46203,异形黑胆石手链,2561705,宋凤莉,李杉,15,,,供应商上新款，市场上表现很好,,https://www.amazon.co.uk/dp/B0GF1JKP6N/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.co.uk/dp/B0GYFG1XV5/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,,5.99,1.80118149882904,0.30069807993807,1.87143911007026,0.312427230395702,UK,8.54,9,9,1,0.0135,0.02,4.5,义乌市秋涵饰品有限公司,石头,手链,Bracelet,
英国,83,46203,机械齿轮式绘图笔,2561706,宋凤莉,,,,,新品，自发货表现好,英德卖,https://www.amazon.co.uk/dp/B0H3TZFD3J/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.co.uk/dp/B0H491GS82/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.de/dp/B0H3VDV94G/ref=mweb_up_am_fl_st_na_un_lk_sm_web,9.99,2.34691920374707,0.234926847221929,2.59282084309133,0.259541625935069,UK,8.54,15,10,2,0.05,0.07,18,义乌市乾茜电子商务商行,金属,绘画工具,Painting tools,
英国,84,46203,高地牛手工diy珠子套装-【高地牛B】,2561707,宋凤莉,,,,,新品畅销,英德卖,https://www.amazon.co.uk/dp/B0H392K9SC/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.co.uk/dp/B0H38QLH7P/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.co.uk/dp/B0H4V2F6JY/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,13.99,3.03040866510539,0.216612484996811,3.69785597189695,0.264321370400068,UK,8.54,20,12,3,0.12,0.19,20,义乌市兮印工艺品有限公司,塑料,串珠套装,DIY beading toy set,
英国,85,46203,蜜蜂编织手链,2561708,宋凤莉,李杉,20,,,新品，自发货表现好,英德卖,https://www.amazon.co.uk/dp/B0H2LZQHDJ/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.co.uk/dp/B0H2MCFMQQ/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.de/shopthelook?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F717ku5qPQNL._AC_SL1500_.jpg,6.99,1.36902693208431,0.195855068967712,1.50954215456674,0.21595738978065,UK,8.54,9,9,2,0.027,0.04,12.5,义乌市胤源跨境电子商务有限公司,编织,手链,Bracelet,
英国,86,46203,复古街机开关面板,2561709,宋凤莉,尹心如,20,,,新品，自发货有销量,英德卖,https://www.amazon.co.uk/dp/B0H5K82BW6/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.de/dp/B0H5KJF5JB/ref=mweb_up_am_fl_st_na_un_lk_sm_web,https://www.amazon.co.uk/dp/B0H5K82R9P/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,8.99,2.0287224824356,0.225664347323203,2.35246955503513,0.26167625751225,UK,8.54,9.6,9.6,6,0.09216,0.08,5.8,厦门维度创想科技有限公司,塑料,面板,Panel,9.6*9.6
英国,87,46203,【4pcs】雏菊木质墙面装饰-【4件套】,2561710,宋凤莉,"尹心如
余江燕","10
15",,,供应商上新，类似竞品表现不错，de自发货销量不错,英德卖,https://www.amazon.co.uk/dp/B0FY3263JR/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.de/dp/B0FDSRVDCG/ref=mweb_up_am_fl_st_na_un_lk_sm_web,,12.99,2.59497540983607,0.199767160110552,3.64883957845433,0.28089604145145,UK,8.54,21,21,2,0.147,0.3,18,共青城市匠选工坊电子商务经营部,木质,装饰品,Decorations,
英国,88,46203,水彩画练习册套装-【小马 单本+16色颜料】-带液体！,2561711,宋凤莉,,,,,新品热销，市场量大，价格优势,颜料有报告，英德卖,https://www.amazon.co.uk/dp/B0GVMHYXV8/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.de/dp/B0GK13ZCKS/ref=mweb_up_am_fl_st_na_un_lk_sm_web?th=1,,13.99,2.77865222482436,0.198617028221898,3.7271299765808,0.266413865373895,UK,8.54,23,17,3,0.1955,0.27,18.55,义乌市恭卫电子商务有限公司,纸,本子,Notebook,
英国,89,46203,【定制】帆布袋【伦敦地图1】,2561712,宋凤莉,,,,,都是自己的链接，伦敦地图款帆布袋好卖，拓的新图案,,https://www.amazon.co.uk/dp/B0GRFJKT7V,https://www.amazon.co.uk/dp/B0GKTP8TTJ,https://www.amazon.co.uk/dp/B0GQGWLT91,7.99,1.77731733021077,0.222442719675942,2.19886299765808,0.275201877053577,UK,8.54,20,14,2.5,0.116666666666667,0.12,9,义乌市希亮贸易有限公司,帆布,帆布袋,Canvas bag,35*40
英国,90,46203,【定制】帆布袋【伦敦地图2】,2561713,宋凤莉,,,,,都是自己的链接，伦敦地图款帆布袋好卖，拓的新图案,,https://www.amazon.co.uk/dp/B0GRFJKT7V,https://www.amazon.co.uk/dp/B0GKTP8TTJ,https://www.amazon.co.uk/dp/B0GQGWLT91,7.99,1.77731733021077,0.222442719675942,2.19886299765808,0.275201877053577,UK,8.54,20,14,2.5,0.116666666666667,0.12,9,义乌市希亮贸易有限公司,帆布,帆布袋,Canvas bag,35*40
英国,91,46203,diy拼布仙子套装-【花仙子】,2561714,宋凤莉,余江燕,15,,,新品，自发货表现好,英德卖,https://www.amazon.co.uk/dp/B0H4LN9BN3/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,https://www.amazon.de/dp/B0H4V4WHJ1/ref=mweb_up_am_fl_st_na_un_lk_sm_web,https://www.amazon.co.uk/dp/B0H4YT4TG6/ref=mweb_up_am_fl_st_na_un_up_sm_web?th=1,13.99,2.6966850117096,0.192758042295182,3.11823067915691,0.222889969918292,UK,8.54,20,12,3,0.12,0.12,26,义乌市兮印工艺品有限公司,针织,diy针织套装,DIY craft kit,
英国,92,46203,【2pcs】【定制】厨房毛巾【高地牛款】,2561715,宋凤莉,尹心如,15,,,新载体，都是做过的好卖的图案,拓品,https://www.amazon.co.uk/dp/B0H14P9GTW,https://www.amazon.co.uk/dp/B0GT8GHCLB/ref=mweb_up_am_fl_st_na_un_up_sm_web,,9.99,2.3442962529274,0.234664289582322,3.1171299765808,0.31202502268076,UK,8.54,30,22,2,0.22,0.12,10.76,义乌市首荷电子商务商行,纤维,毛巾,towel,40*60
英国,93,46203,【定制】化妆包【巴黎地图】,2561716,宋凤莉,,,,,都是自己的链接，拓新地标巴黎,,https://www.amazon.co.uk/dp/B0GQRMM11F,https://www.amazon.co.uk/dp/B0G4C88HCN,,5.99,1.37769203747073,0.229998670696281,1.78167330210773,0.297441285827668,UK,8.54,23,15,2,0.115,0.03,3.5,义乌市黔编电子商务商行,涤纶,化妆包,Cosmetic bag,
英国,94,46203,27孔黑色飞镖架 【备注：独立opp袋装，加0.3元/个】,2561717,宋凤莉,李杉,10,,,市场表现很好，价格优势明显！便宜的是尺寸更小的,英德卖,https://www.amazon.co.uk/Darts-Holder-Material-Accessories-Organisation/dp/B0GVRLC9RJ,https://www.amazon.de/dp/B0FK5Y1BC2/ref=mweb_up_am_fl_st_na_un_lk_sm_web,https://www.amazon.co.uk/dp/B0GY4ZCMVZ/ref=mweb_up_am_fl_st_na_un_lk_sm_web,8.99,1.88207142857143,0.209351660575242,2.35823067915691,0.262317094455718,UK,8.54,17,9.2,5.2,0.135546666666667,0.05,5.1,金华叠境科技有限公司,塑料,飞镖架,Dart stand,
英国,95,46203,【定制】金属地插【纪念父亲】【最长边30cm】,2561718,宋凤莉,李杉,15,,,热销，拓款，新设计,拓品,https://www.amazon.co.uk/dp/B0GS5WLT8T?th=1,https://www.amazon.co.uk/dp/B0H1BKKVS7,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61%2B4YolzIhL.jpg,7.99,1.54312529274005,0.193132076688366,1.96467096018735,0.245891234066002,UK,8.54,30,20,0.5,0.05,0.12,11,义乌市鼎禾工艺品有限公司,金属,装饰品,Decorations,30cm
英国,96,46203,【定制】金属地插【纪念通用款】【最长边30cm】,2561719,宋凤莉,,,,,热销，拓款，新设计,,https://www.amazon.co.uk/dp/B0GS5WLT8T?th=1,https://www.amazon.co.uk/dp/B0H1BKKVS7,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61%2B4YolzIhL.jpg,7.99,1.54312529274005,0.193132076688366,1.96467096018735,0.245891234066002,UK,8.54,30,20,0.5,0.05,0.12,11,义乌市鼎禾工艺品有限公司,金属,装饰品,Decorations,30cm
英国,97,46203,表情包子6按键钥匙扣-【带表情包子6按键陀螺（带盖子）】-不带灯,2561720,宋凤莉,,,,,新款，有带钥匙扣（图片没体现）,拓品，英德,https://www.amazon.co.uk/dp/B0H1V87PN8,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61nQBgzN52L.jpg,https://www.amazon.de/shopthelook?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F61nQBgzN52L._AC_SL1500_.jpg,7.99,1.41518618266979,0.177119672424254,1.8367318501171,0.229878829801889,UK,8.54,11,11,3,0.0605,0.12,6.2,义乌市微家电子科技有限公司,塑料,玩具,Toys,
英国,98,46203,【定制】亚克力挂牌【猫头鹰】,2561721,宋凤莉,尹心如,15,,,新图案，都是自己的链接,英德卖,https://www.amazon.co.uk/dp/B0GS543BFN,https://www.amazon.de/dp/B0GY3RCR8N?th=1,https://www.amazon.co.uk/dp/B0GQSGP47G,6.99,1.60155620608899,0.220745092520932,2.05823067915691,0.28607763516298,UK,8.54,21,21,0.5,0.03675,0.13,4.5,义乌市鼎禾工艺品有限公司,亚克力,挂件,pendant,20cm
英国,99,46203,儿童跳跳球玩具-【橙色】【备注：独立opp袋包装】,2561722,宋凤莉,尹心如,15,,,,拓品，英德,https://www.amazon.co.uk/dp/B0GVSQ4QZX/ref=mweb_up_am_fl_st_na_un_lk_sm_web?th=1,https://www.amazon.co.uk/dp/B0GTVJNZ3J/ref=mweb_up_am_fl_st_na_un_lk_sm_web?th=1,https://www.amazon.de/dp/B0H2YSXP83,9.99,1.91337119437939,0.191528648086025,2.83550234192037,0.283834068260298,UK,8.54,15,15,7,0.2625,0.1,4.5,浙江星丁诺玩具有限公司,塑料,玩具,Toys,
英国,100,46203,儿童跳跳球玩具-【红色】【备注：独立opp袋包装】,2561723,宋凤莉,"尹心如
余江燕","20
15",,,,拓品，英德,https://www.amazon.co.uk/dp/B0GY5C11J5/ref=mweb_up_am_fl_st_na_un_lk_sm_web?th=1,https://www.amazon.co.uk/dp/B0GVSQQYYW/ref=mweb_up_am_fl_st_na_un_lk_sm_web?th=1,https://www.amazon.de/dp/B0H2YSXP83,9.99,1.91337119437939,0.191528648086025,2.83550234192037,0.283834068260298,UK,8.54,15,15,7,0.2625,0.1,4.5,浙江星丁诺玩具有限公司,塑料,玩具,Toys,
英国,101,46203,【8pcs】水彩画练习线稿卡-花卉,2561724,宋凤莉,张奋奋,20,,,新款式,英德卖,https://www.amazon.co.uk/dp/B0GV283Z4J/ref=mweb_up_am_fl_st_na_un_up_sm_web,https://www.amazon.de/shopthelook?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71ZUx-1jM2L._AC_SL1500_.jpg,https://www.amazon.co.uk/stylesnap?q=https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F71CT9-kAbBL._SL400_.jpg,6.99,1.65424941451991,0.236659429831174,2.07579508196721,0.296966392269988,UK,8.54,26,19,0.4,0.0329333333333333,0.12,4.5,临沂塞外风美术用品有限公司,纸,卡片,card,
